Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
FKBP-type peptidyl-prolyl cis-trans isomerase,243508,244170,663,reverse,,111.44,148.03
algP CDS,244325,245314,990,forward,PP_0194,1492.63,1982.66
transcriptional regulator AlgP,244325,245314,990,forward,,1492.63,1982.66
hypothetical protein CDS,245293,245772,480,reverse,PP_0195,63.46,84.29
hypothetical protein,245293,245772,480,reverse,,63.46,84.29
yheS CDS,245823,247733,1911,forward,PP_0196,8.28,11
ABC transporter ATP-binding protein,245823,247733,1911,forward,,8.28,11
hypothetical protein CDS,247733,248320,588,forward,PP_0197,9.5,12.61
hypothetical protein,247733,248320,588,forward,,9.5,12.61
putative transporter CDS,248420,249052,633,forward,PP_0198,90.84,120.66
putative transporter,248420,249052,633,forward,,90.84,120.66
qmcA CDS,249101,249847,747,reverse,PP_0199,77.72,103.23
membrane protease family protein,249101,249847,747,reverse,,77.72,103.23
nfeD CDS,249856,251202,1347,reverse,PP_0200,30.77,40.87
membrane bound peptidase NefD,249856,251202,1347,reverse,,30.77,40.87
hypothetical protein CDS,251268,251759,492,forward,PP_0201,488.13,648.39
hypothetical protein,251268,251759,492,forward,,488.13,648.39
hypothetical protein CDS,251821,252063,243,forward,PP_5432,1085.93,1442.44
hypothetical protein,251821,252063,243,forward,,1085.93,1442.44
hypothetical protein CDS,252133,252771,639,forward,PP_5433,365.37,485.32
hypothetical protein,252133,252771,639,forward,,365.37,485.32
CBS domain-containing protein CDS,252778,253215,438,reverse,PP_0202,197.14,261.85
CBS domain-containing protein,252778,253215,438,reverse,,197.14,261.85
dipeptidase CDS,253386,255116,1731,reverse,PP_0203,66.33,88.11
dipeptidase,253386,255116,1731,reverse,,66.33,88.11
GntR family transcriptional regulator CDS,255569,256318,750,forward,PP_0204,4.43,5.88
GntR family transcriptional regulator,255569,256318,750,forward,,4.43,5.88
oxidoreductase CDS,256315,258039,1725,forward,PP_0205,3.32,4.41
oxidoreductase,256315,258039,1725,forward,,3.32,4.41
4Fe-4S ferredoxin CDS,258102,258347,246,forward,PP_0206,2.63,3.49
4Fe-4S ferredoxin,258102,258347,246,forward,,2.63,3.49
nitrate ABC transporter substrate-binding protein CDS,258467,259873,1407,forward,PP_0207,3.21,4.27
nitrate ABC transporter substrate-binding protein,258467,259873,1407,forward,,3.21,4.27
nitrate ABC transporter permease CDS,259889,260671,783,forward,PP_0208,1.3,1.72
nitrate ABC transporter permease,259889,260671,783,forward,,1.3,1.72
tauB-I CDS,260671,261522,852,forward,PP_0209,6.66,8.85
taurine ABC transporter ATP-binding protein,260671,261522,852,forward,,6.66,8.85
phycobiliprotein CDS,261519,262484,966,forward,PP_0210,1.39,1.84
phycobiliprotein,261519,262484,966,forward,,1.39,1.84
hypothetical protein CDS,262484,262765,282,forward,PP_0211,1.64,2.17
hypothetical protein,262484,262765,282,forward,,1.64,2.17
gabD-I CDS,263250,264692,1443,forward,PP_0213,218.69,290.49
succinate-semialdehyde dehydrogenase,263250,264692,1443,forward,,218.69,290.49
gabT CDS,264875,266152,1278,forward,PP_0214,88.25,117.23
5-aminovalerate aminotransferase DavT,264875,266152,1278,forward,,88.25,117.23
two-component system response regulator CDS,266291,267550,1260,forward,PP_0215,515.99,685.39
two-component system response regulator,266291,267550,1260,forward,,515.99,685.39
sensory box/GGDEF family protein CDS,267641,268669,1029,reverse,PP_0216,15.52,20.61
sensory box/GGDEF family protein,267641,268669,1029,reverse,,15.52,20.61
desA CDS,268769,269953,1185,reverse,PP_0217,6.7,8.9
delta-9 fatty acid desaturase,268769,269953,1185,reverse,,6.7,8.9
sensory box protein CDS,270100,271995,1896,forward,PP_0218,7.35,9.76
sensory box protein,270100,271995,1896,forward,,7.35,9.76
metP CDS,272024,272668,645,reverse,PP_0219,2.86,3.8
"L,D-methionine D-methionine ABC transporter permease",272024,272668,645,reverse,,2.86,3.8
metNB CDS,272658,273767,1110,reverse,PP_0220,0.87,1.16
methionine ABC transporter ATP-binding protein,272658,273767,1110,reverse,,0.87,1.16
methionine ABC transporter substrate-binding protein CDS,273769,274569,801,reverse,PP_0221,4.61,6.12
methionine ABC transporter substrate-binding protein,273769,274569,801,reverse,,4.61,6.12
DszA family monooxygenase CDS,274562,275947,1386,reverse,PP_0222,2,2.65
DszA family monooxygenase,274562,275947,1386,reverse,,2,2.65
DszC family monooxygenase CDS,275947,277167,1221,reverse,PP_0223,1.17,1.56
DszC family monooxygenase,275947,277167,1221,reverse,,1.17,1.56
DszC family monooxygenase CDS,277264,278505,1242,reverse,PP_0224,0.82,1.09
DszC family monooxygenase,277264,278505,1242,reverse,,0.82,1.09
sctC CDS,278819,279577,759,reverse,PP_0225,55.33,73.5
sulfur compound ABC transporter ATP-binding protein,278819,279577,759,reverse,,55.33,73.5
sctS CDS,279580,280248,669,reverse,PP_0226,40.84,54.24
sulfur compound ABC transporter permease,279580,280248,669,reverse,,40.84,54.24
fliY CDS,280245,281039,795,reverse,PP_0227,164.74,218.83
cystine-binding protein,280245,281039,795,reverse,,164.74,218.83
serine acetyltransferase CDS,281348,282280,933,forward,PP_0228,43.13,57.29
serine acetyltransferase,281348,282280,933,forward,,43.13,57.29
betT-II CDS,282550,284553,2004,forward,PP_0229,7.65,10.16
choline/carnitine/betaine transporter,282550,284553,2004,forward,,7.65,10.16
atsK CDS,284616,285449,834,reverse,PP_0230,1.33,1.76
alpha-ketoglutarate-dependent sulfonate dioxygenase,284616,285449,834,reverse,,1.33,1.76
tauC CDS,285498,286337,840,reverse,PP_0231,3.63,4.82
taurine ABC transporter permease,285498,286337,840,reverse,,3.63,4.82
tauB-II CDS,286334,287122,789,reverse,PP_0232,2.16,2.87
taurine ABC transporter ATP-binding protein,286334,287122,789,reverse,,2.16,2.87
tauA CDS,287136,288107,972,reverse,PP_0233,2.52,3.34
taurine ABC transporter substrate-binding protein,287136,288107,972,reverse,,2.52,3.34
oprE CDS,288582,289916,1335,forward,PP_0234,15.42,20.48
outer-membrane porin E,288582,289916,1335,forward,,15.42,20.48
peroxidase CDS,290082,290720,639,forward,PP_0235,31.34,41.63
peroxidase,290082,290720,639,forward,,31.34,41.63
ssuE CDS,290940,291533,594,forward,PP_0236,5.59,7.43
NAD(P)H-dependent FMN reductase subunit,290940,291533,594,forward,,5.59,7.43
ssuA CDS,291619,292584,966,forward,PP_0237,4.01,5.33
aliphatic sulfonatesABC transporter substrate-binding protein,291619,292584,966,forward,,4.01,5.33
ssuD CDS,292644,293792,1149,forward,PP_0238,0.88,1.17
alkanesulfonate monooxygenase,292644,293792,1149,forward,,0.88,1.17
ssuC CDS,293803,294600,798,forward,PP_0239,1.16,1.54
aliphatic sulfonatesABC transporter permease,293803,294600,798,forward,,1.16,1.54
ssuB CDS,294597,295409,813,forward,PP_0240,6.02,7.99
aliphatic sulfonates ABC transporter ATP-binding protein SsuB,294597,295409,813,forward,,6.02,7.99
transporter CDS,295437,295652,216,forward,PP_0241,2.14,2.84
transporter,295437,295652,216,forward,,2.14,2.84
TetR family transcriptional regulator CDS,295794,296426,633,reverse,PP_0242,10.28,13.65
TetR family transcriptional regulator,295794,296426,633,reverse,,10.28,13.65
gshA CDS,296426,298003,1578,reverse,PP_0243,33.95,45.1
glutamate--cysteine ligase,296426,298003,1578,reverse,,33.95,45.1
hypothetical protein CDS,298157,298540,384,reverse,PP_0244,0.96,1.28
hypothetical protein,298157,298540,384,reverse,,0.96,1.28
yhgF CDS,298540,301125,2586,reverse,PP_0245,5.16,6.85
transcriptional accessory protein,298540,301125,2586,reverse,,5.16,6.85
ompR CDS,301082,301822,741,forward,PP_0246,53.12,70.57
two-component system DNA-binding response regulator,301082,301822,741,forward,,53.12,70.57
envZ CDS,301836,303149,1314,forward,PP_0247,40.81,54.21
osmolarity sensor protein EnvZ,301836,303149,1314,forward,,40.81,54.21
rimK CDS,303247,304152,906,reverse,PP_0248,31.94,42.42
alpha-L-glutamate ligase,303247,304152,906,reverse,,31.94,42.42
hypothetical protein CDS,304149,304769,621,reverse,PP_0249,54.18,71.96
hypothetical protein,304149,304769,621,reverse,,54.18,71.96
hslR CDS,304741,305142,402,forward,PP_0250,101.48,134.8
heat shock protein Hsp15,304741,305142,402,forward,,101.48,134.8
membrane protein CDS,305171,305965,795,reverse,PP_0251,50.15,66.62
membrane protein,305171,305965,795,reverse,,50.15,66.62
hslO CDS,306086,306985,900,forward,PP_0252,49.23,65.39
molecular chaperone HslO,306086,306985,900,forward,,49.23,65.39
hypothetical protein CDS,308854,309294,441,forward,PP_0254,46.04,61.16
hypothetical protein,308854,309294,441,forward,,46.04,61.16
hypothetical protein CDS,309351,309833,483,reverse,PP_0255,43.38,57.62
hypothetical protein,309351,309833,483,reverse,,43.38,57.62
putative oxidoreductase CDS,310030,312375,2346,reverse,PP_0256,17.45,23.18
putative oxidoreductase,310030,312375,2346,reverse,,17.45,23.18
fdhD CDS,312381,313211,831,reverse,PP_0257,58.48,77.68
protein sulfur transferase,312381,313211,831,reverse,,58.48,77.68
ygaU CDS,313387,313827,441,forward,PP_0258,3347.87,4446.97
murein cross-linking regulator,313387,313827,441,forward,,3347.87,4446.97
yrfG CDS,313878,314540,663,reverse,PP_0259,21.16,28.11
purine nucleotidase,313878,314540,663,reverse,,21.16,28.11
nudE CDS,314605,315171,567,forward,PP_0260,27.67,36.76
ADP compounds hydrolase NudE,314605,315171,567,forward,,27.67,36.76
cysQ CDS,315186,315986,801,forward,PP_0261,14.98,19.9
"3'(2'),5'-bisphosphate nucleotidase CysQ",315186,315986,801,forward,,14.98,19.9
hypothetical protein CDS,316069,316524,456,reverse,PP_0262,36.43,48.39
hypothetical protein,316069,316524,456,reverse,,36.43,48.39
dctD-I CDS,316524,317930,1407,reverse,PP_0263,14.14,18.78
C4-dicarboxylate transport transcriptional regulator,316524,317930,1407,reverse,,14.14,18.78
sensor histidine kinase CDS,317927,319741,1815,reverse,PP_0264,14.8,19.66
sensor histidine kinase,317927,319741,1815,reverse,,14.8,19.66
rmlC2 CDS,319784,320329,546,reverse,PP_0265,80.89,107.44
"dTDP-4-dehydrorhamnose 3,5-epimerase",319784,320329,546,reverse,,80.89,107.44
aguA CDS,320607,321713,1107,forward,PP_0266,21.59,28.68
agmatine deiminase,320607,321713,1107,forward,,21.59,28.68
ferric siderophore receptor CDS,322171,324240,2070,reverse,PP_0267,6.87,9.12
ferric siderophore receptor,322171,324240,2070,reverse,,6.87,9.12
oprQ CDS,324715,326034,1320,forward,PP_0268,9.37,12.45
outer-membrane porin D,324715,326034,1320,forward,,9.37,12.45
glutamate synthase large subunit CDS,326065,327732,1668,reverse,PP_0269,2.32,3.09
glutamate synthase large subunit,326065,327732,1668,reverse,,2.32,3.09
sensor histidine kinase CDS,327882,329249,1368,reverse,PP_0270,10.9,14.47
sensor histidine kinase,327882,329249,1368,reverse,,10.9,14.47
gltR-I CDS,329251,329970,720,reverse,PP_0271,24.81,32.95
two-component system response regulator,329251,329970,720,reverse,,24.81,32.95
ferric siderophore receptor CDS,330111,332408,2298,forward,PP_0272,2.93,3.89
ferric siderophore receptor,330111,332408,2298,forward,,2.93,3.89
hypothetical protein CDS,332474,332686,213,reverse,PP_0273,29.03,38.56
hypothetical protein,332474,332686,213,reverse,,29.03,38.56
hypothetical protein CDS,332862,333215,354,forward,PP_5435,32.07,42.6
hypothetical protein,332862,333215,354,forward,,32.07,42.6
transcriptional regulator CDS,333257,333730,474,forward,PP_0274,78.67,104.49
transcriptional regulator,333257,333730,474,forward,,78.67,104.49
hypothetical protein CDS,334150,334365,216,forward,PP_0275,8.76,11.64
hypothetical protein,334150,334365,216,forward,,8.76,11.64
Cro/CI family transcriptional regulator CDS,334362,334685,324,reverse,PP_0276,21.51,28.57
Cro/CI family transcriptional regulator,334362,334685,324,reverse,,21.51,28.57
hypothetical protein CDS,335147,335395,249,reverse,PP_0277,4.08,5.42
hypothetical protein,335147,335395,249,reverse,,4.08,5.42
hypothetical protein CDS,335599,335781,183,reverse,PP_5437,9.08,12.06
hypothetical protein,335599,335781,183,reverse,,9.08,12.06
hypothetical protein CDS,335916,336152,237,forward,PP_0278,3.89,5.17
hypothetical protein,335916,336152,237,forward,,3.89,5.17
hypothetical protein CDS,336545,337750,1206,reverse,PP_0279,11.1,14.74
hypothetical protein,336545,337750,1206,reverse,,11.1,14.74
amino acid ABC transporter permease CDS,337879,338568,690,reverse,PP_0280,8.69,11.55
amino acid ABC transporter permease,337879,338568,690,reverse,,8.69,11.55
amino acid ABC transporter permease CDS,338568,339260,693,reverse,PP_0281,14.12,18.75
amino acid ABC transporter permease,338568,339260,693,reverse,,14.12,18.75
artJ CDS,339315,340067,753,reverse,PP_0282,380.41,505.3
L-arginine ABC transporter substrate-binding subunit,339315,340067,753,reverse,,380.41,505.3
aotP CDS,340079,340852,774,reverse,PP_0283,247.02,328.12
arginine/ornithine ABC transporter ATP-binding protein AotP,340079,340852,774,reverse,,247.02,328.12
hypothetical protein CDS,340930,341106,177,reverse,PP_5438,5.74,7.62
hypothetical protein,340930,341106,177,reverse,,5.74,7.62
gabP-I CDS,341484,342869,1386,forward,PP_0284,4.4,5.84
gamma-aminobutyrate permease,341484,342869,1386,forward,,4.4,5.84
hypothetical protein CDS,343001,343444,444,reverse,PP_5439,16.01,21.26
hypothetical protein,343001,343444,444,reverse,,16.01,21.26
hypothetical protein CDS,343684,343911,228,forward,PP_5440,14.17,18.82
hypothetical protein,343684,343911,228,forward,,14.17,18.82
Fe(2+)-trafficking protein CDS,344266,344538,273,reverse,PP_0285,85.87,114.07
Fe(2 )-trafficking protein,344266,344538,273,reverse,,85.87,114.07
mutY CDS,344535,345602,1068,reverse,PP_0286,38.37,50.97
A/G-specific adenine glycosylase,344535,345602,1068,reverse,,38.37,50.97
hypothetical protein CDS,345599,347845,2247,reverse,PP_0287,36.64,48.67
hypothetical protein,345599,347845,2247,reverse,,36.64,48.67
oxalate/formate antiporter CDS,348114,349775,1662,forward,PP_0288,5.33,7.08
oxalate/formate antiporter,348114,349775,1662,forward,,5.33,7.08
hisB CDS,349955,350587,633,forward,PP_0289,72.47,96.26
imidazoleglycerol-phosphate dehydratase,349955,350587,633,forward,,72.47,96.26
hisH CDS,350588,351226,639,forward,PP_0290,58.79,78.09
imidazole glycerol phosphate synthase subunit HisH,350588,351226,639,forward,,58.79,78.09
hypothetical protein CDS,351227,351487,261,forward,PP_0291,13.61,18.08
hypothetical protein,351227,351487,261,forward,,13.61,18.08
hisA CDS,351515,352252,738,forward,PP_0292,6.38,8.47
phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,351515,352252,738,forward,,6.38,8.47
hisF CDS,352263,353033,771,forward,PP_0293,10.47,13.91
imidazole glycerol phosphate synthase subunit HisF,352263,353033,771,forward,,10.47,13.91
cbcV CDS,353151,354329,1179,reverse,PP_0294,78.32,104.04
choline/betaine/carnitine ABC transporter ATP binding protein,353151,354329,1179,reverse,,78.32,104.04
cbcW CDS,354326,355171,846,reverse,PP_0295,33.44,44.42
choline/betaine/carnitine ABC transporter permease,354326,355171,846,reverse,,33.44,44.42
cbcX CDS,355256,356203,948,reverse,PP_0296,92.98,123.51
choline/betaine/carnitine ABC transporter substrate-binding protein,355256,356203,948,reverse,,92.98,123.51
tdcG-I CDS,356656,358032,1377,forward,PP_0297,4.62,6.14
L-serine dehydratase,356656,358032,1377,forward,,4.62,6.14
hypothetical protein CDS,358162,358362,201,forward,PP_5441,880.28,1169.28
hypothetical protein,358162,358362,201,forward,,880.28,1169.28
gbdR CDS,358534,359640,1107,forward,PP_0298,273.73,363.59
AraC family transcriptional regulator,358534,359640,1107,forward,,273.73,363.59
hypothetical protein CDS,359760,360218,459,reverse,PP_0299,89.28,118.59
hypothetical protein,359760,360218,459,reverse,,89.28,118.59
metallopeptidase CDS,360350,361936,1587,forward,PP_0300,13.38,17.77
metallopeptidase,360350,361936,1587,forward,,13.38,17.77
betainyl-CoA thiolase CDS,362036,362506,471,reverse,PP_0301,4.41,5.86
betainyl-CoA thiolase,362036,362506,471,reverse,,4.41,5.86
lcdH CDS,362517,363482,966,reverse,PP_0302,2.82,3.74
L-carnitine dehydrogenase,362517,363482,966,reverse,,2.82,3.74
dehydrocarnitine cleavage enzyme CDS,363649,364533,885,reverse,PP_0303,3.44,4.57
dehydrocarnitine cleavage enzyme,363649,364533,885,reverse,,3.44,4.57
caiX CDS,364657,365601,945,reverse,PP_0304,13.77,18.29
carnitine uptake ABC transporter substrate-binding protein,364657,365601,945,reverse,,13.77,18.29
cdhR CDS,365734,366693,960,forward,PP_0305,7.26,9.64
HTH-type transcriptional regulator CdhR,365734,366693,960,forward,,7.26,9.64
hypothetical protein CDS,366697,367314,618,reverse,PP_5442,7.99,10.61
hypothetical protein,366697,367314,618,reverse,,7.99,10.61
hypothetical protein CDS,367388,368116,729,reverse,PP_0306,11.02,14.63
hypothetical protein,367388,368116,729,reverse,,11.02,14.63
hypothetical protein CDS,368219,368650,432,reverse,PP_0307,14.53,19.3
hypothetical protein,368219,368650,432,reverse,,14.53,19.3
dipeptidase CDS,368921,369898,978,forward,PP_0308,25.95,34.47
dipeptidase,368921,369898,978,forward,,25.95,34.47
hypothetical protein CDS,369974,370504,531,forward,PP_0309,5.13,6.81
hypothetical protein,369974,370504,531,forward,,5.13,6.81
dgcA CDS,370520,372580,2061,forward,PP_0310,12.02,15.97
dimethylglycine dehydrogenase subunit,370520,372580,2061,forward,,12.02,15.97
dgcB CDS,372759,374711,1953,forward,PP_0311,2.72,3.61
dimethylglycine dehydrogenase subunit,372759,374711,1953,forward,,2.72,3.61
electron transfer flavoprotein subunit alpha CDS,374711,375943,1233,forward,PP_0312,3.18,4.23
electron transfer flavoprotein subunit alpha,374711,375943,1233,forward,,3.18,4.23
electron transfer flavoprotein subunit beta CDS,375954,376724,771,forward,PP_0313,2.63,3.5
electron transfer flavoprotein subunit beta,375954,376724,771,forward,,2.63,3.5
hypothetical protein CDS,377326,378057,732,forward,PP_0314,14.37,19.09
hypothetical protein,377326,378057,732,forward,,14.37,19.09
gbcA CDS,378122,379414,1293,reverse,PP_0315,15.63,20.77
glycine-betaine dioxygenase subunit,378122,379414,1293,reverse,,15.63,20.77
gbcB CDS,379704,380810,1107,forward,PP_0316,37.6,49.95
glycine-betaine dioxygenase subunit,379704,380810,1107,forward,,37.6,49.95
methyl-accepting chemotaxis transducer CDS,380919,382544,1626,reverse,PP_0317,6.02,7.99
methyl-accepting chemotaxis transducer,380919,382544,1626,reverse,,6.02,7.99
hypothetical protein CDS,382811,383041,231,forward,PP_0318,12.59,16.72
hypothetical protein,382811,383041,231,forward,,12.59,16.72
hypothetical protein CDS,383038,383340,303,forward,PP_0319,3.5,4.65
hypothetical protein,383038,383340,303,forward,,3.5,4.65
methyl-accepting chemotaxis transducer CDS,383523,385460,1938,forward,PP_0320,5.6,7.43
methyl-accepting chemotaxis transducer,383523,385460,1938,forward,,5.6,7.43
