Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
FKBP-type peptidyl-prolyl cis-trans isomerase,243508,244170,663,reverse,,91.57,123.97
algP CDS,244325,245314,990,forward,PP_0194,1215.67,1645.83
transcriptional regulator AlgP,244325,245314,990,forward,,1215.67,1645.83
hypothetical protein CDS,245293,245772,480,reverse,PP_0195,77.66,105.14
hypothetical protein,245293,245772,480,reverse,,77.66,105.14
yheS CDS,245823,247733,1911,forward,PP_0196,7.48,10.13
ABC transporter ATP-binding protein,245823,247733,1911,forward,,7.48,10.13
hypothetical protein CDS,247733,248320,588,forward,PP_0197,9.23,12.50
hypothetical protein,247733,248320,588,forward,,9.23,12.50
putative transporter CDS,248420,249052,633,forward,PP_0198,76.18,103.14
putative transporter,248420,249052,633,forward,,76.18,103.14
qmcA CDS,249101,249847,747,reverse,PP_0199,71.34,96.58
membrane protease family protein,249101,249847,747,reverse,,71.34,96.58
nfeD CDS,249856,251202,1347,reverse,PP_0200,28.75,38.92
membrane bound peptidase NefD,249856,251202,1347,reverse,,28.75,38.92
hypothetical protein CDS,251268,251759,492,forward,PP_0201,576.32,780.25
hypothetical protein,251268,251759,492,forward,,576.32,780.25
hypothetical protein CDS,251821,252063,243,forward,PP_5432,1313.57,1778.38
hypothetical protein,251821,252063,243,forward,,1313.57,1778.38
hypothetical protein CDS,252133,252771,639,forward,PP_5433,375.21,507.98
hypothetical protein,252133,252771,639,forward,,375.21,507.98
CBS domain-containing protein CDS,252778,253215,438,reverse,PP_0202,178.47,241.63
CBS domain-containing protein,252778,253215,438,reverse,,178.47,241.63
dipeptidase CDS,253386,255116,1731,reverse,PP_0203,62.72,84.92
dipeptidase,253386,255116,1731,reverse,,62.72,84.92
GntR family transcriptional regulator CDS,255569,256318,750,forward,PP_0204,4.10,5.55
GntR family transcriptional regulator,255569,256318,750,forward,,4.10,5.55
oxidoreductase CDS,256315,258039,1725,forward,PP_0205,2.73,3.69
oxidoreductase,256315,258039,1725,forward,,2.73,3.69
4Fe-4S ferredoxin CDS,258102,258347,246,forward,PP_0206,5.15,6.97
4Fe-4S ferredoxin,258102,258347,246,forward,,5.15,6.97
nitrate ABC transporter substrate-binding protein CDS,258467,259873,1407,forward,PP_0207,2.38,3.22
nitrate ABC transporter substrate-binding protein,258467,259873,1407,forward,,2.38,3.22
nitrate ABC transporter permease CDS,259889,260671,783,forward,PP_0208,0.58,0.78
nitrate ABC transporter permease,259889,260671,783,forward,,0.58,0.78
tauB-I CDS,260671,261522,852,forward,PP_0209,5.10,6.90
taurine ABC transporter ATP-binding protein,260671,261522,852,forward,,5.10,6.90
phycobiliprotein CDS,261519,262484,966,forward,PP_0210,1.12,1.52
phycobiliprotein,261519,262484,966,forward,,1.12,1.52
hypothetical protein CDS,262484,262765,282,forward,PP_0211,2.57,3.47
hypothetical protein,262484,262765,282,forward,,2.57,3.47
gabD-I CDS,263250,264692,1443,forward,PP_0213,199.64,270.28
succinate-semialdehyde dehydrogenase,263250,264692,1443,forward,,199.64,270.28
gabT CDS,264875,266152,1278,forward,PP_0214,72.49,98.15
5-aminovalerate aminotransferase DavT,264875,266152,1278,forward,,72.49,98.15
two-component system response regulator CDS,266291,267550,1260,forward,PP_0215,421.07,570.07
two-component system response regulator,266291,267550,1260,forward,,421.07,570.07
sensory box/GGDEF family protein CDS,267641,268669,1029,reverse,PP_0216,18.46,25.00
sensory box/GGDEF family protein,267641,268669,1029,reverse,,18.46,25.00
desA CDS,268769,269953,1185,reverse,PP_0217,5.34,7.24
delta-9 fatty acid desaturase,268769,269953,1185,reverse,,5.34,7.24
sensory box protein CDS,270100,271995,1896,forward,PP_0218,8.11,10.98
sensory box protein,270100,271995,1896,forward,,8.11,10.98
metP CDS,272024,272668,645,reverse,PP_0219,1.54,2.09
"L,D-methionine D-methionine ABC transporter permease",272024,272668,645,reverse,,1.54,2.09
metNB CDS,272658,273767,1110,reverse,PP_0220,0.16,0.22
methionine ABC transporter ATP-binding protein,272658,273767,1110,reverse,,0.16,0.22
methionine ABC transporter substrate-binding protein CDS,273769,274569,801,reverse,PP_0221,6.10,8.26
methionine ABC transporter substrate-binding protein,273769,274569,801,reverse,,6.10,8.26
DszA family monooxygenase CDS,274562,275947,1386,reverse,PP_0222,1.24,1.68
DszA family monooxygenase,274562,275947,1386,reverse,,1.24,1.68
DszC family monooxygenase CDS,275947,277167,1221,reverse,PP_0223,0.44,0.60
DszC family monooxygenase,275947,277167,1221,reverse,,0.44,0.60
DszC family monooxygenase CDS,277264,278505,1242,reverse,PP_0224,1.89,2.56
DszC family monooxygenase,277264,278505,1242,reverse,,1.89,2.56
sctC CDS,278819,279577,759,reverse,PP_0225,39.22,53.10
sulfur compound ABC transporter ATP-binding protein,278819,279577,759,reverse,,39.22,53.10
sctS CDS,279580,280248,669,reverse,PP_0226,30.16,40.83
sulfur compound ABC transporter permease,279580,280248,669,reverse,,30.16,40.83
fliY CDS,280245,281039,795,reverse,PP_0227,140.44,190.13
cystine-binding protein,280245,281039,795,reverse,,140.44,190.13
serine acetyltransferase CDS,281348,282280,933,forward,PP_0228,38.01,51.46
serine acetyltransferase,281348,282280,933,forward,,38.01,51.46
betT-II CDS,282550,284553,2004,forward,PP_0229,8.13,11.00
choline/carnitine/betaine transporter,282550,284553,2004,forward,,8.13,11.00
atsK CDS,284616,285449,834,reverse,PP_0230,2.60,3.52
alpha-ketoglutarate-dependent sulfonate dioxygenase,284616,285449,834,reverse,,2.60,3.52
tauC CDS,285498,286337,840,reverse,PP_0231,2.69,3.65
taurine ABC transporter permease,285498,286337,840,reverse,,2.69,3.65
tauB-II CDS,286334,287122,789,reverse,PP_0232,0.80,1.09
taurine ABC transporter ATP-binding protein,286334,287122,789,reverse,,0.80,1.09
tauA CDS,287136,288107,972,reverse,PP_0233,2.98,4.03
taurine ABC transporter substrate-binding protein,287136,288107,972,reverse,,2.98,4.03
oprE CDS,288582,289916,1335,forward,PP_0234,21.82,29.54
outer-membrane porin E,288582,289916,1335,forward,,21.82,29.54
peroxidase CDS,290082,290720,639,forward,PP_0235,34.83,47.16
peroxidase,290082,290720,639,forward,,34.83,47.16
ssuE CDS,290940,291533,594,forward,PP_0236,7.01,9.49
NAD(P)H-dependent FMN reductase subunit,290940,291533,594,forward,,7.01,9.49
ssuA CDS,291619,292584,966,forward,PP_0237,5.81,7.86
aliphatic sulfonatesABC transporter substrate-binding protein,291619,292584,966,forward,,5.81,7.86
ssuD CDS,292644,293792,1149,forward,PP_0238,0.79,1.07
alkanesulfonate monooxygenase,292644,293792,1149,forward,,0.79,1.07
ssuC CDS,293803,294600,798,forward,PP_0239,0.68,0.92
aliphatic sulfonatesABC transporter permease,293803,294600,798,forward,,0.68,0.92
ssuB CDS,294597,295409,813,forward,PP_0240,4.90,6.63
aliphatic sulfonates ABC transporter ATP-binding protein SsuB,294597,295409,813,forward,,4.90,6.63
transporter CDS,295437,295652,216,forward,PP_0241,7.54,10.21
transporter,295437,295652,216,forward,,7.54,10.21
TetR family transcriptional regulator CDS,295794,296426,633,reverse,PP_0242,11.29,15.29
TetR family transcriptional regulator,295794,296426,633,reverse,,11.29,15.29
gshA CDS,296426,298003,1578,reverse,PP_0243,37.10,50.22
glutamate--cysteine ligase,296426,298003,1578,reverse,,37.10,50.22
hypothetical protein CDS,298157,298540,384,reverse,PP_0244,1.41,1.91
hypothetical protein,298157,298540,384,reverse,,1.41,1.91
yhgF CDS,298540,301125,2586,reverse,PP_0245,6.12,8.29
transcriptional accessory protein,298540,301125,2586,reverse,,6.12,8.29
ompR CDS,301082,301822,741,forward,PP_0246,45.05,61.00
two-component system DNA-binding response regulator,301082,301822,741,forward,,45.05,61.00
envZ CDS,301836,303149,1314,forward,PP_0247,28.64,38.78
osmolarity sensor protein EnvZ,301836,303149,1314,forward,,28.64,38.78
rimK CDS,303247,304152,906,reverse,PP_0248,27.06,36.64
alpha-L-glutamate ligase,303247,304152,906,reverse,,27.06,36.64
hypothetical protein CDS,304149,304769,621,reverse,PP_0249,55.95,75.74
hypothetical protein,304149,304769,621,reverse,,55.95,75.74
hslR CDS,304741,305142,402,forward,PP_0250,116.13,157.23
heat shock protein Hsp15,304741,305142,402,forward,,116.13,157.23
membrane protein CDS,305171,305965,795,reverse,PP_0251,56.33,76.27
membrane protein,305171,305965,795,reverse,,56.33,76.27
hslO CDS,306086,306985,900,forward,PP_0252,46.04,62.33
molecular chaperone HslO,306086,306985,900,forward,,46.04,62.33
hypothetical protein CDS,308854,309294,441,forward,PP_0254,43.49,58.88
hypothetical protein,308854,309294,441,forward,,43.49,58.88
hypothetical protein CDS,309351,309833,483,reverse,PP_0255,40.09,54.27
hypothetical protein,309351,309833,483,reverse,,40.09,54.27
putative oxidoreductase CDS,310030,312375,2346,reverse,PP_0256,14.81,20.05
putative oxidoreductase,310030,312375,2346,reverse,,14.81,20.05
fdhD CDS,312381,313211,831,reverse,PP_0257,64.67,87.56
protein sulfur transferase,312381,313211,831,reverse,,64.67,87.56
ygaU CDS,313387,313827,441,forward,PP_0258,2698.68,3653.61
murein cross-linking regulator,313387,313827,441,forward,,2698.68,3653.61
yrfG CDS,313878,314540,663,reverse,PP_0259,19.65,26.60
purine nucleotidase,313878,314540,663,reverse,,19.65,26.60
nudE CDS,314605,315171,567,forward,PP_0260,20.90,28.30
ADP compounds hydrolase NudE,314605,315171,567,forward,,20.90,28.30
cysQ CDS,315186,315986,801,forward,PP_0261,14.80,20.03
"3'(2'),5'-bisphosphate nucleotidase CysQ",315186,315986,801,forward,,14.80,20.03
hypothetical protein CDS,316069,316524,456,reverse,PP_0262,34.13,46.20
hypothetical protein,316069,316524,456,reverse,,34.13,46.20
dctD-I CDS,316524,317930,1407,reverse,PP_0263,14.85,20.11
C4-dicarboxylate transport transcriptional regulator,316524,317930,1407,reverse,,14.85,20.11
sensor histidine kinase CDS,317927,319741,1815,reverse,PP_0264,12.96,17.55
sensor histidine kinase,317927,319741,1815,reverse,,12.96,17.55
rmlC2 CDS,319784,320329,546,reverse,PP_0265,75.07,101.63
"dTDP-4-dehydrorhamnose 3,5-epimerase",319784,320329,546,reverse,,75.07,101.63
aguA CDS,320607,321713,1107,forward,PP_0266,18.31,24.79
agmatine deiminase,320607,321713,1107,forward,,18.31,24.79
ferric siderophore receptor CDS,322171,324240,2070,reverse,PP_0267,8.13,11.01
ferric siderophore receptor,322171,324240,2070,reverse,,8.13,11.01
oprQ CDS,324715,326034,1320,forward,PP_0268,8.23,11.14
outer-membrane porin D,324715,326034,1320,forward,,8.23,11.14
glutamate synthase large subunit CDS,326065,327732,1668,reverse,PP_0269,2.17,2.94
glutamate synthase large subunit,326065,327732,1668,reverse,,2.17,2.94
sensor histidine kinase CDS,327882,329249,1368,reverse,PP_0270,9.13,12.36
sensor histidine kinase,327882,329249,1368,reverse,,9.13,12.36
gltR-I CDS,329251,329970,720,reverse,PP_0271,23.37,31.64
two-component system response regulator,329251,329970,720,reverse,,23.37,31.64
ferric siderophore receptor CDS,330111,332408,2298,forward,PP_0272,2.68,3.62
ferric siderophore receptor,330111,332408,2298,forward,,2.68,3.62
hypothetical protein CDS,332474,332686,213,reverse,PP_0273,28.88,39.10
hypothetical protein,332474,332686,213,reverse,,28.88,39.10
hypothetical protein CDS,332862,333215,354,forward,PP_5435,37.31,50.52
hypothetical protein,332862,333215,354,forward,,37.31,50.52
transcriptional regulator CDS,333257,333730,474,forward,PP_0274,74.82,101.30
transcriptional regulator,333257,333730,474,forward,,74.82,101.30
hypothetical protein CDS,334150,334365,216,forward,PP_0275,7.12,9.64
hypothetical protein,334150,334365,216,forward,,7.12,9.64
Cro/CI family transcriptional regulator CDS,334362,334685,324,reverse,PP_0276,15.92,21.55
Cro/CI family transcriptional regulator,334362,334685,324,reverse,,15.92,21.55
hypothetical protein CDS,335147,335395,249,reverse,PP_0277,2.91,3.94
hypothetical protein,335147,335395,249,reverse,,2.91,3.94
hypothetical protein CDS,335599,335781,183,reverse,PP_5437,7.91,10.71
hypothetical protein,335599,335781,183,reverse,,7.91,10.71
hypothetical protein CDS,335916,336152,237,forward,PP_0278,1.53,2.07
hypothetical protein,335916,336152,237,forward,,1.53,2.07
hypothetical protein CDS,336545,337750,1206,reverse,PP_0279,16.20,21.94
hypothetical protein,336545,337750,1206,reverse,,16.20,21.94
amino acid ABC transporter permease CDS,337879,338568,690,reverse,PP_0280,8.65,11.72
amino acid ABC transporter permease,337879,338568,690,reverse,,8.65,11.72
amino acid ABC transporter permease CDS,338568,339260,693,reverse,PP_0281,10.71,14.49
amino acid ABC transporter permease,338568,339260,693,reverse,,10.71,14.49
artJ CDS,339315,340067,753,reverse,PP_0282,310.36,420.18
L-arginine ABC transporter substrate-binding subunit,339315,340067,753,reverse,,310.36,420.18
aotP CDS,340079,340852,774,reverse,PP_0283,227.36,307.81
arginine/ornithine ABC transporter ATP-binding protein AotP,340079,340852,774,reverse,,227.36,307.81
hypothetical protein CDS,340930,341106,177,reverse,PP_5438,10.22,13.84
hypothetical protein,340930,341106,177,reverse,,10.22,13.84
gabP-I CDS,341484,342869,1386,forward,PP_0284,3.13,4.24
gamma-aminobutyrate permease,341484,342869,1386,forward,,3.13,4.24
hypothetical protein CDS,343001,343444,444,reverse,PP_5439,14.26,19.31
hypothetical protein,343001,343444,444,reverse,,14.26,19.31
hypothetical protein CDS,343684,343911,228,forward,PP_5440,14.29,19.34
hypothetical protein,343684,343911,228,forward,,14.29,19.34
Fe(2+)-trafficking protein CDS,344266,344538,273,reverse,PP_0285,85.50,115.76
Fe(2 )-trafficking protein,344266,344538,273,reverse,,85.50,115.76
mutY CDS,344535,345602,1068,reverse,PP_0286,34.22,46.34
A/G-specific adenine glycosylase,344535,345602,1068,reverse,,34.22,46.34
hypothetical protein CDS,345599,347845,2247,reverse,PP_0287,36.48,49.39
hypothetical protein,345599,347845,2247,reverse,,36.48,49.39
oxalate/formate antiporter CDS,348114,349775,1662,forward,PP_0288,3.05,4.13
oxalate/formate antiporter,348114,349775,1662,forward,,3.05,4.13
hisB CDS,349955,350587,633,forward,PP_0289,64.18,86.89
imidazoleglycerol-phosphate dehydratase,349955,350587,633,forward,,64.18,86.89
hisH CDS,350588,351226,639,forward,PP_0290,57.63,78.02
imidazole glycerol phosphate synthase subunit HisH,350588,351226,639,forward,,57.63,78.02
hypothetical protein CDS,351227,351487,261,forward,PP_0291,16.64,22.53
hypothetical protein,351227,351487,261,forward,,16.64,22.53
hisA CDS,351515,352252,738,forward,PP_0292,4.66,6.31
phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,351515,352252,738,forward,,4.66,6.31
hisF CDS,352263,353033,771,forward,PP_0293,8.21,11.12
imidazole glycerol phosphate synthase subunit HisF,352263,353033,771,forward,,8.21,11.12
cbcV CDS,353151,354329,1179,reverse,PP_0294,69.83,94.54
choline/betaine/carnitine ABC transporter ATP binding protein,353151,354329,1179,reverse,,69.83,94.54
cbcW CDS,354326,355171,846,reverse,PP_0295,30.37,41.12
choline/betaine/carnitine ABC transporter permease,354326,355171,846,reverse,,30.37,41.12
cbcX CDS,355256,356203,948,reverse,PP_0296,88.76,120.16
choline/betaine/carnitine ABC transporter substrate-binding protein,355256,356203,948,reverse,,88.76,120.16
tdcG-I CDS,356656,358032,1377,forward,PP_0297,2.76,3.74
L-serine dehydratase,356656,358032,1377,forward,,2.76,3.74
hypothetical protein CDS,358162,358362,201,forward,PP_5441,1448.51,1961.07
hypothetical protein,358162,358362,201,forward,,1448.51,1961.07
gbdR CDS,358534,359640,1107,forward,PP_0298,271.67,367.80
AraC family transcriptional regulator,358534,359640,1107,forward,,271.67,367.80
hypothetical protein CDS,359760,360218,459,reverse,PP_0299,85.15,115.29
hypothetical protein,359760,360218,459,reverse,,85.15,115.29
metallopeptidase CDS,360350,361936,1587,forward,PP_0300,12.77,17.29
metallopeptidase,360350,361936,1587,forward,,12.77,17.29
betainyl-CoA thiolase CDS,362036,362506,471,reverse,PP_0301,4.23,5.72
betainyl-CoA thiolase,362036,362506,471,reverse,,4.23,5.72
lcdH CDS,362517,363482,966,reverse,PP_0302,2.62,3.55
L-carnitine dehydrogenase,362517,363482,966,reverse,,2.62,3.55
dehydrocarnitine cleavage enzyme CDS,363649,364533,885,reverse,PP_0303,2.04,2.77
dehydrocarnitine cleavage enzyme,363649,364533,885,reverse,,2.04,2.77
caiX CDS,364657,365601,945,reverse,PP_0304,17.04,23.07
carnitine uptake ABC transporter substrate-binding protein,364657,365601,945,reverse,,17.04,23.07
cdhR CDS,365734,366693,960,forward,PP_0305,5.47,7.40
HTH-type transcriptional regulator CdhR,365734,366693,960,forward,,5.47,7.40
hypothetical protein CDS,366697,367314,618,reverse,PP_5442,9.08,12.29
hypothetical protein,366697,367314,618,reverse,,9.08,12.29
hypothetical protein CDS,367388,368116,729,reverse,PP_0306,13.90,18.82
hypothetical protein,367388,368116,729,reverse,,13.90,18.82
hypothetical protein CDS,368219,368650,432,reverse,PP_0307,18.01,24.38
hypothetical protein,368219,368650,432,reverse,,18.01,24.38
dipeptidase CDS,368921,369898,978,forward,PP_0308,22.02,29.81
dipeptidase,368921,369898,978,forward,,22.02,29.81
hypothetical protein CDS,369974,370504,531,forward,PP_0309,6.65,9.00
hypothetical protein,369974,370504,531,forward,,6.65,9.00
dgcA CDS,370520,372580,2061,forward,PP_0310,9.61,13.02
dimethylglycine dehydrogenase subunit,370520,372580,2061,forward,,9.61,13.02
dgcB CDS,372759,374711,1953,forward,PP_0311,2.22,3.01
dimethylglycine dehydrogenase subunit,372759,374711,1953,forward,,2.22,3.01
electron transfer flavoprotein subunit alpha CDS,374711,375943,1233,forward,PP_0312,3.82,5.17
electron transfer flavoprotein subunit alpha,374711,375943,1233,forward,,3.82,5.17
electron transfer flavoprotein subunit beta CDS,375954,376724,771,forward,PP_0313,1.41,1.91
electron transfer flavoprotein subunit beta,375954,376724,771,forward,,1.41,1.91
hypothetical protein CDS,377326,378057,732,forward,PP_0314,10.88,14.73
hypothetical protein,377326,378057,732,forward,,10.88,14.73
gbcA CDS,378122,379414,1293,reverse,PP_0315,11.90,16.10
glycine-betaine dioxygenase subunit,378122,379414,1293,reverse,,11.90,16.10
gbcB CDS,379704,380810,1107,forward,PP_0316,32.86,44.48
glycine-betaine dioxygenase subunit,379704,380810,1107,forward,,32.86,44.48
methyl-accepting chemotaxis transducer CDS,380919,382544,1626,reverse,PP_0317,4.79,6.48
methyl-accepting chemotaxis transducer,380919,382544,1626,reverse,,4.79,6.48
hypothetical protein CDS,382811,383041,231,forward,PP_0318,15.67,21.21
hypothetical protein,382811,383041,231,forward,,15.67,21.21
hypothetical protein CDS,383038,383340,303,forward,PP_0319,0.60,0.81
hypothetical protein,383038,383340,303,forward,,0.60,0.81
